ReportDate,PublishedAt,CompletedUnits,ClosedInvoiceCount,ClosedActiveCustomerCount,ClosedNMRGBP
2010-08-21,2010-08-22 02:00:00,0,0,0,0.0
2010-08-22,2010-08-23 02:00:00,2058,30,29,2787.85
2010-08-23,2010-08-24 02:00:00,918,23,22,1727.08
2010-08-24,2010-08-25 02:00:00,1317,26,25,962.84
2010-08-25,2010-08-26 02:00:00,1694,45,42,2443.87
2010-08-26,2010-08-27 02:00:00,1513,41,36,3363.11
2010-08-27,2010-08-28 02:00:00,852,20,18,1407.43
2010-08-28,2010-08-29 02:00:00,0,0,0,0.0
2010-08-29,2010-08-30 02:00:00,660,24,23,1081.38
2010-08-30,2010-08-31 02:00:00,0,0,0,0.0
2010-08-31,2010-09-01 02:00:00,1098,38,29,2168.29
2010-09-01,2010-09-02 02:00:00,671,20,17,1230.84
2010-09-02,2010-09-03 02:00:00,3452,40,38,3866.65
2010-09-03,2010-09-04 02:00:00,3579,30,28,5835.05
2010-09-04,2010-09-05 02:00:00,0,0,0,0.0
2010-09-05,2010-09-06 02:00:00,844,26,26,1437.03
2010-09-06,2010-09-07 02:00:00,1145,27,21,1725.2
2010-09-07,2010-09-08 02:00:00,1763,26,23,2165.43
2010-09-08,2010-09-09 02:00:00,778,22,21,1456.74
2010-09-09,2010-09-10 02:00:00,888,31,30,1788.43
2010-09-10,2010-09-11 02:00:00,1872,22,18,2361.79
2010-09-11,2010-09-12 02:00:00,0,0,0,0.0
2010-09-12,2010-09-13 02:00:00,1142,33,32,1886.3
2010-09-13,2010-09-14 02:00:00,2425,43,27,3826.91
2010-09-14,2010-09-15 02:00:00,1037,33,32,2286.69
2010-09-15,2010-09-16 02:00:00,1773,37,35,2622.75
2010-09-16,2010-09-17 02:00:00,875,30,26,1675.24
2010-09-17,2010-09-18 02:00:00,1318,27,26,2021.39
2010-09-18,2010-09-19 02:00:00,0,0,0,0.0
2010-09-19,2010-09-20 02:00:00,1222,37,35,2007.85
2010-09-20,2010-09-21 02:00:00,1820,40,33,3332.49
2010-09-21,2010-09-22 02:00:00,3150,49,38,6952.87
2010-09-22,2010-09-23 02:00:00,1183,34,21,2381.5
2010-09-23,2010-09-24 02:00:00,2101,52,50,4035.3
2010-09-24,2010-09-25 02:00:00,1534,28,24,2901.95
2010-09-25,2010-09-26 02:00:00,0,0,0,0.0
2010-09-26,2010-09-27 02:00:00,724,30,27,1558.66
2010-09-27,2010-09-28 02:00:00,8459,45,38,4356.58
2010-09-28,2010-09-29 02:00:00,1834,63,50,3201.82
2010-09-29,2010-09-30 02:00:00,1846,45,44,3457.6
2010-09-30,2010-10-01 02:00:00,2339,44,38,4069.5
2010-10-01,2010-10-02 02:00:00,1704,36,32,2968.37
2010-10-02,2010-10-03 02:00:00,0,0,0,0.0
2010-10-03,2010-10-04 02:00:00,1282,43,38,2498.63
2010-10-04,2010-10-05 02:00:00,2191,42,36,3853.84
2010-10-05,2010-10-06 02:00:00,4761,63,57,6188.43
2010-10-06,2010-10-07 02:00:00,822,27,26,1305.56
2010-10-07,2010-10-08 02:00:00,2709,54,47,4389.14
2010-10-08,2010-10-09 02:00:00,6126,35,26,11146.43
2010-10-09,2010-10-10 02:00:00,0,0,0,0.0
2010-10-10,2010-10-11 02:00:00,1168,43,42,2219.86
2010-10-11,2010-10-12 02:00:00,2757,46,41,4145.8
2010-10-12,2010-10-13 02:00:00,2181,52,50,3547.98
2010-10-13,2010-10-14 02:00:00,1876,54,50,3256.27
2010-10-14,2010-10-15 02:00:00,3052,53,47,7034.43
2010-10-15,2010-10-16 02:00:00,1884,57,45,4226.74
2010-10-16,2010-10-17 02:00:00,0,0,0,0.0
2010-10-17,2010-10-18 02:00:00,850,44,42,1762.49
2010-10-18,2010-10-19 02:00:00,1473,55,51,2665.52
2010-10-19,2010-10-20 02:00:00,1805,43,38,3526.22
2010-10-20,2010-10-21 02:00:00,2069,53,49,4207.4
2010-10-21,2010-10-22 02:00:00,2273,54,46,7166.13
2010-10-22,2010-10-23 02:00:00,1768,55,43,4365.84
2010-10-23,2010-10-24 02:00:00,0,0,0,0.0
2010-10-24,2010-10-25 02:00:00,1641,52,47,2760.14
2010-10-25,2010-10-26 02:00:00,2577,45,41,5647.33
2010-10-26,2010-10-27 02:00:00,1672,51,47,3540.83
2010-10-27,2010-10-28 02:00:00,1965,45,42,4113.11
2010-10-28,2010-10-29 02:00:00,3159,31,25,1815.23
2010-10-29,2010-10-30 02:00:00,1787,37,29,3675.29
2010-10-30,2010-10-31 02:00:00,0,0,0,0.0
2010-10-31,2010-11-01 02:00:00,1505,55,54,2902.25
2010-11-01,2010-11-02 02:00:00,2170,37,30,3678.28
