ReportDate,PublishedAt,CompletedUnits,ClosedInvoiceCount,ClosedActiveCustomerCount,ClosedNMRGBP
2011-01-25,2011-01-26 02:00:00,1397,29,25,2118.39
2011-01-26,2011-01-27 02:00:00,1447,29,27,2016.75
2011-01-27,2011-01-28 02:00:00,873,30,28,1562.06
2011-01-28,2011-01-29 02:00:00,644,18,17,1126.69
2011-01-29,2011-01-30 02:00:00,0,0,0,0.0
2011-01-30,2011-01-31 02:00:00,510,19,18,1062.59
2011-01-31,2011-02-01 02:00:00,785,32,27,1220.9
2011-02-01,2011-02-02 02:00:00,1719,35,32,2529.59
2011-02-02,2011-02-03 02:00:00,906,34,27,1837.35
2011-02-03,2011-02-04 02:00:00,855,27,26,1649.01
2011-02-04,2011-02-05 02:00:00,524,25,19,1414.28
2011-02-05,2011-02-06 02:00:00,0,0,0,0.0
2011-02-06,2011-02-07 02:00:00,336,9,9,396.37
2011-02-07,2011-02-08 02:00:00,446,17,15,903.31
2011-02-08,2011-02-09 02:00:00,1457,30,24,2294.45
2011-02-09,2011-02-10 02:00:00,366,16,11,766.98
2011-02-10,2011-02-11 02:00:00,733,22,21,954.31
2011-02-11,2011-02-12 02:00:00,1137,22,16,2288.12
2011-02-12,2011-02-13 02:00:00,0,0,0,0.0
2011-02-13,2011-02-14 02:00:00,145,12,12,374.05
2011-02-14,2011-02-15 02:00:00,902,21,18,1006.51
2011-02-15,2011-02-16 02:00:00,1772,29,25,3116.14
2011-02-16,2011-02-17 02:00:00,1576,29,26,2120.89
2011-02-17,2011-02-18 02:00:00,1815,41,30,2041.82
2011-02-18,2011-02-19 02:00:00,613,15,14,1098.53
2011-02-19,2011-02-20 02:00:00,0,0,0,0.0
2011-02-20,2011-02-21 02:00:00,195,15,15,365.6
2011-02-21,2011-02-22 02:00:00,1393,21,16,2108.78
2011-02-22,2011-02-23 02:00:00,1416,32,29,1916.51
2011-02-23,2011-02-24 02:00:00,2330,36,28,1990.88
2011-02-24,2011-02-25 02:00:00,1232,35,33,1837.08
2011-02-25,2011-02-26 02:00:00,958,28,23,1596.61
2011-02-26,2011-02-27 02:00:00,0,0,0,0.0
2011-02-27,2011-02-28 02:00:00,634,25,25,1053.29
2011-02-28,2011-03-01 02:00:00,1084,33,29,1543.63
2011-03-01,2011-03-02 02:00:00,1407,34,30,2279.09
2011-03-02,2011-03-03 02:00:00,643,24,24,742.34
2011-03-03,2011-03-04 02:00:00,1071,25,23,1616.97
2011-03-04,2011-03-05 02:00:00,632,22,19,843.76
2011-03-05,2011-03-06 02:00:00,0,0,0,0.0
2011-03-06,2011-03-07 02:00:00,530,16,16,870.2
2011-03-07,2011-03-08 02:00:00,720,30,22,1904.55
2011-03-08,2011-03-09 02:00:00,1309,27,25,2174.48
2011-03-09,2011-03-10 02:00:00,1564,28,26,1476.93
2011-03-10,2011-03-11 02:00:00,965,32,29,1474.63
2011-03-11,2011-03-12 02:00:00,946,20,17,1686.05
2011-03-12,2011-03-13 02:00:00,0,0,0,0.0
2011-03-13,2011-03-14 02:00:00,170,10,10,309.87
2011-03-14,2011-03-15 02:00:00,756,21,19,1144.1
2011-03-15,2011-03-16 02:00:00,662,28,20,1413.27
2011-03-16,2011-03-17 02:00:00,808,23,23,1383.26
2011-03-17,2011-03-18 02:00:00,1521,31,25,3002.57
2011-03-18,2011-03-19 02:00:00,848,30,24,1527.78
2011-03-19,2011-03-20 02:00:00,0,0,0,0.0
2011-03-20,2011-03-21 02:00:00,1015,30,27,1538.82
2011-03-21,2011-03-22 02:00:00,1300,31,29,1870.0
2011-03-22,2011-03-23 02:00:00,1535,33,23,2253.29
2011-03-23,2011-03-24 02:00:00,1078,29,27,1560.37
2011-03-24,2011-03-25 02:00:00,1461,27,26,3231.67
2011-03-25,2011-03-26 02:00:00,601,26,21,1125.91
2011-03-26,2011-03-27 02:00:00,0,0,0,0.0
2011-03-27,2011-03-28 02:00:00,618,21,21,920.97
2011-03-28,2011-03-29 02:00:00,742,27,25,1171.78
2011-03-29,2011-03-30 02:00:00,1531,35,23,3625.6
2011-03-30,2011-03-31 02:00:00,1151,33,29,1731.67
2011-03-31,2011-04-01 02:00:00,806,32,26,1350.16
2011-04-01,2011-04-02 02:00:00,1228,26,22,1665.53
2011-04-02,2011-04-03 02:00:00,0,0,0,0.0
2011-04-03,2011-04-04 02:00:00,213,11,10,394.57
2011-04-04,2011-04-05 02:00:00,887,33,29,1415.17
2011-04-05,2011-04-06 02:00:00,842,24,23,1404.98
2011-04-06,2011-04-07 02:00:00,760,22,19,1212.87
2011-04-07,2011-04-08 02:00:00,1395,38,32,1795.43
2011-04-08,2011-04-09 02:00:00,1355,36,33,1888.36
2011-04-09,2011-04-10 02:00:00,0,0,0,0.0
2011-04-10,2011-04-11 02:00:00,816,21,20,1061.38
2011-04-11,2011-04-12 02:00:00,1211,36,33,1853.61
2011-04-12,2011-04-13 02:00:00,1244,28,28,1659.05
2011-04-13,2011-04-14 02:00:00,620,23,22,875.26
2011-04-14,2011-04-15 02:00:00,2084,41,39,2489.14
2011-04-15,2011-04-16 02:00:00,693,31,18,1083.12
2011-04-16,2011-04-17 02:00:00,0,0,0,0.0
2011-04-17,2011-04-18 02:00:00,534,20,20,883.85
2011-04-18,2011-04-19 02:00:00,3682,41,32,2964.71
